,Botnet,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,Threat.Confidence,Threat_Classify,Host Address,Prediction
880,B106-MULTI,103.1.70.138,64506,AS45960,204.95.99.109,333,9,Penang,5.4112,100.3354,High,1,109,1.0
881,B106-Jenxcus,210.186.53.214,3462,AS4788,204.95.99.86,81,6,Kuantan,3.8077,103.326,High,1,86,1.0
882,B106-MULTI,118.100.159.176,53123,AS4788,204.95.99.109,2211,7,Ipoh,4.5841,101.0829,High,1,109,1.0
883,B106-MULTI,203.106.159.109,10499,AS4788,204.95.99.109,88,5,Seremban,2.7297,101.9381,High,1,109,1.0
884,B106-MULTI,1.9.103.168,4585,AS4788,204.95.99.109,88,5,Seremban,2.7297,101.9381,High,1,109,1.0
885,B106-MULTI,113.210.6.145,35795,AS9534,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
886,B106-MULTI,202.133.108.7,41905,AS45121,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
887,B106-Jenxcus,60.53.91.83,50037,AS4788,204.95.99.86,1176,2,Sungai Petani,5.647,100.4877,High,1,86,1.0
888,B106-CB,60.50.135.110,14500,AS4788,204.95.99.31,288,1,Johore Bharu,1.4655,103.7578,High,1,31,1.0
889,B106-MULTI,103.3.23.179,5509,AS10030,204.95.99.109,1177,5,Kota,2.519,102.156,High,1,109,1.0
890,B106-Jenxcus,103.227.140.22,56629,AS132435,204.95.99.86,4442,12,Kajang,2.9927,101.7909,High,1,86,1.0
891,B106-Jenxcus,1.9.164.178,53757,AS4788,204.95.99.86,2164,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
892,B106-MULTI,60.50.71.167,52572,AS4788,204.95.99.109,333,6,Kuala Lipis,4.1842,102.0468,High,1,109,1.0
893,B106-Jenxcus,182.54.209.139,52121,AS24028,204.95.99.86,1644,9,Penang,5.4112,100.3354,High,1,86,1.0
894,B106-MULTI,14.1.198.111,56325,AS45960,204.95.99.109,81,6,Kuantan,3.8077,103.326,High,1,109,1.0
895,B106-Jenxcus,113.210.130.79,15408,AS9534,204.95.99.86,2164,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
896,B106-Jenxcus,118.101.239.17,5249,AS4788,204.95.99.86,991,9,Balik Pulau,5.3492,100.2394,High,1,86,1.0
897,B106-MULTI,103.1.69.60,4763,AS45960,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
898,B106-MULTI,60.54.84.245,12544,AS4788,204.95.99.109,1991,4,Melaka,2.196,102.2405,High,1,109,1.0
899,B106-Jenxcus,175.141.204.30,50861,AS4788,204.95.99.86,991,11,Kuching,1.55,110.3333,High,1,86,1.0
900,B106-MULTI,118.101.200.43,48694,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
901,B106-MULTI,175.144.127.224,18891,AS4788,204.95.99.109,3360,12,Klang,3.0333,101.45,High,1,109,0.0
902,B106-MULTI,115.133.25.178,55049,AS4788,204.95.99.109,82,4,Melaka,2.196,102.2405,High,1,109,1.0
903,B106-MULTI,14.192.211.90,1467,AS9534,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
904,B106-MULTI,203.106.155.219,3113,AS4788,204.95.99.109,333,7,Ipoh,4.5841,101.0829,High,1,109,1.0
905,B106-MULTI,203.106.150.198,2312,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
906,B106-MULTI,115.164.214.135,51224,AS4818,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
907,B106-MULTI,210.186.53.230,4869,AS4788,204.95.99.109,100,6,Kuantan,3.8077,103.326,High,1,109,1.0
908,B106-MULTI,110.159.127.202,58059,AS4788,204.95.99.109,1991,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
909,B106-MULTI,211.24.251.73,48588,AS9930,204.95.99.109,77,1,Pasir Gudang,1.462,103.9053,High,1,109,1.0
910,B106-MULTI,175.144.62.89,58332,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
911,B106-Jenxcus,175.140.229.222,24446,AS4788,204.95.99.86,991,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
912,B106-CB,203.106.158.244,18282,AS4788,204.95.99.31,999,4,Melaka,2.196,102.2405,High,1,31,1.0
913,B106-MULTI,219.92.114.142,50679,AS4788,204.95.99.109,95,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
914,B106-MULTI,124.13.243.56,52732,AS4788,204.95.99.109,1177,NA,,2.5,112.5,High,1,109,1.0
915,B106-MULTI,1.9.103.184,2128,AS4788,204.95.99.109,88,5,Seremban,2.7297,101.9381,High,1,109,1.0
916,B106-MULTI,210.195.223.20,52870,AS4788,204.95.99.109,99,12,Shah Alam,3.0833,101.5333,High,1,109,1.0
917,B106-MULTI,115.133.25.178,55050,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
918,B106-CB,203.106.158.181,12699,AS4788,204.95.99.31,1155,4,Melaka,2.196,102.2405,High,1,31,1.0
919,B106-Bladabindi,175.140.109.171,20567,AS4788,204.95.99.26,1199,6,Muadzam Shah,3.0627,103.0892,High,1,26,1.0
920,B106-MULTI,203.106.158.70,9691,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
921,B106-MULTI,60.50.175.219,52914,AS4788,204.95.99.109,81,12,Bandar,2.8667,101.4333,High,1,109,1.0
922,B106-MULTI,180.73.27.72,49259,AS38322,204.95.99.109,88,1,Johor,1.4655,103.7578,High,1,109,1.0
923,B106-Bladabindi,60.50.69.3,51947,AS4788,204.95.99.26,1122,6,Kuantan,3.8077,103.326,High,1,26,1.0
924,B106-MULTI,115.164.89.234,1950,AS4818,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
925,B106-Jenxcus,175.145.213.154,50736,AS4788,204.95.99.86,4442,12,Kajang,2.9927,101.7909,High,1,86,1.0
926,B106-CB,115.133.188.233,21442,AS4788,204.95.99.31,288,12,Klang,3.0333,101.45,High,1,31,1.0
927,B106-Jenxcus,175.144.176.137,49775,AS4788,204.95.99.86,1176,7,Ipoh,4.5841,101.0829,High,1,86,1.0
928,B106-Jenxcus,115.133.25.178,55051,AS4788,204.95.99.86,991,4,Melaka,2.196,102.2405,High,1,86,1.0
929,B106-MULTI,27.131.36.56,64024,AS23678,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
930,B106-MULTI,113.210.162.203,53395,AS9534,204.95.99.109,7777,7,Ipoh,4.5841,101.0829,High,1,109,0.0
931,B106-Ceatrg,175.139.119.223,58015,AS4788,204.95.99.32,4000,14,Kuala Lumpur,3.1667,101.7,Low,0,32,1.0
932,B106-MULTI,210.186.176.192,50773,AS4788,204.95.99.109,88,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
933,B106-MULTI,124.13.208.125,41377,AS4788,204.95.99.109,88,2,Alor Setar,6.121,100.3601,High,1,109,1.0
934,B106-CB,175.137.160.94,53604,AS4788,204.95.99.31,2288,12,Klang,3.0333,101.45,High,1,31,1.0
935,B106-MULTI,115.134.20.215,60318,AS4788,204.95.99.109,1604,7,Ipoh,4.5841,101.0829,High,1,109,1.0
936,B106-MULTI,210.186.211.35,51414,AS4788,204.95.99.109,8899,1,Johor Bahru,1.4655,103.7578,High,1,109,0.0
937,B106-Jenxcus,115.134.39.254,15621,AS4788,204.95.99.86,2164,1,Batu Pahat,1.8548,102.9325,High,1,86,1.0
938,B106-MULTI,124.13.53.229,12815,AS4788,204.95.99.109,1998,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
939,B106-Jenxcus,113.210.135.207,36408,AS9534,204.95.99.86,1644,12,Shah Alam,3.0833,101.5333,High,1,86,1.0
940,B106-MULTI,175.140.196.233,53894,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
941,B106-MULTI,118.101.71.174,64534,AS4788,204.95.99.109,1122,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
942,B106-Bladabindi,115.135.140.124,4415,AS4788,204.95.99.26,99,13,Kuala Terengganu,5.3302,103.1408,High,1,26,1.0
943,B106-Ceatrg,175.139.119.223,58018,AS4788,204.95.99.32,3000,14,Kuala Lumpur,3.1667,101.7,Low,0,32,1.0
944,B106-CB,115.164.92.94,51124,AS4818,204.95.99.31,2288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
945,B106-Jenxcus,113.210.129.176,53439,AS9534,204.95.99.86,4442,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
946,B106-MULTI,124.13.116.36,20649,AS4788,204.95.99.109,7777,7,Pusing,4.4941,101.0079,High,1,109,0.0
947,B106-MULTI,60.52.84.136,52256,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
948,B106-MULTI,183.171.175.132,55375,AS10030,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
949,B106-Jenxcus,113.210.10.222,7262,AS9534,204.95.99.86,2320,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
950,B106-MULTI,120.141.116.175,51734,AS38322,204.95.99.109,82,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
951,B106-Jenxcus,60.48.35.11,55448,AS4788,204.95.99.86,4442,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
952,B106-MULTI,175.140.231.247,2151,AS4788,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
953,B106-CB,203.106.153.32,1321,AS4788,204.95.99.31,500,7,Bagan Serai,5.0108,100.541,High,1,31,1.0
954,B106-MULTI,175.139.179.93,57790,AS4788,204.95.99.109,1182,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
955,B106-CB,113.210.132.126,51245,AS9534,204.95.99.31,288,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
956,B106-Bladabindi,118.101.43.61,49231,AS4788,204.95.99.26,888,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
957,B106-MULTI,118.101.200.73,20358,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
958,B106-MULTI,113.210.5.194,42055,AS9534,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
959,B106-Bladabindi,113.210.138.226,14797,AS9534,204.95.99.26,1122,12,Petaling Jaya,3.0833,101.65,High,1,26,1.0
960,B106-Jenxcus,1.9.206.86,54998,AS4788,204.95.99.86,1883,9,Penang,5.4112,100.3354,High,1,86,1.0
961,B106-MULTI,113.210.9.114,57068,AS9534,204.95.99.109,82,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
962,B106-MULTI,115.134.3.56,12685,AS4788,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
963,B106-MULTI,115.164.186.228,28683,AS4818,204.95.99.109,95,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
964,B106-CB,175.144.122.128,51784,AS4788,204.95.99.31,81,1,Kluang,2.0251,103.3328,High,1,31,1.0
965,B106-MULTI,1.9.155.208,51393,AS4788,204.95.99.109,81,1,Kulai,1.6561,103.6032,High,1,109,1.0
966,B106-MULTI,175.138.195.202,49208,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
967,B106-CB,115.164.48.88,26282,AS4818,204.95.99.31,2288,NA,,2.5,112.5,High,1,31,1.0
968,B106-MULTI,115.164.82.151,14379,AS4818,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
969,B106-MULTI,115.134.94.229,49718,AS4788,204.95.99.109,88,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
970,B106-MULTI,110.159.133.155,52717,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
971,B106-Jenxcus,124.82.61.207,64424,AS4788,204.95.99.86,1604,9,Penang,5.4112,100.3354,High,1,86,1.0
972,B106-MULTI,60.50.23.33,27788,AS4788,204.95.99.109,88,7,Taiping,4.85,100.7333,High,1,109,1.0
973,B106-CB,175.145.80.48,54742,AS4788,204.95.99.31,333,7,Ipoh,4.5841,101.0829,High,1,31,1.0
974,B106-Malagent,115.135.24.41,51927,AS4788,204.95.99.100,4040,12,Batu Caves,3.2333,101.6667,Low,0,100,0.0
975,B106-Jenxcus,203.106.152.45,3661,AS4788,204.95.99.86,1644,7,Ipoh,4.5841,101.0829,High,1,86,1.0
976,B106-CB,175.144.238.7,56968,AS4788,204.95.99.31,1166,2,Sungai Petani,5.647,100.4877,High,1,31,1.0
977,B106-MULTI,115.132.58.232,58196,AS4788,204.95.99.109,1998,7,Ipoh,4.5841,101.0829,High,1,109,1.0
978,B106-MULTI,149.129.64.137,49723,AS9930,204.95.99.109,4,NA,,2.5,112.5,High,1,109,1.0
979,B106-MULTI,120.141.236.92,57666,AS38322,204.95.99.109,258,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
980,B106-MULTI,1.9.44.66,11358,AS4788,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
981,B106-MULTI,60.53.60.226,52280,AS4788,204.95.99.109,3005,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
982,B106-Jenxcus,203.106.158.64,14346,AS4788,204.95.99.86,991,4,Melaka,2.196,102.2405,High,1,86,1.0
983,B106-CB,118.101.96.36,1180,AS4788,204.95.99.31,2000,1,Skudai,1.5333,103.6667,High,1,31,1.0
984,B106-MULTI,103.1.71.8,22966,AS45960,204.95.99.109,4,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
985,B106-CB,175.140.50.128,59391,AS4788,204.95.99.31,83,16,Kota Kinabalu,5.9749,116.0724,High,1,31,1.0
986,B106-CB,183.171.163.168,27454,AS10030,204.95.99.31,105,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
987,B106-Jenxcus,175.144.236.80,56830,AS4788,204.95.99.86,1604,9,Penang,5.4112,100.3354,High,1,86,1.0
988,B106-Bladabindi,103.1.71.245,51279,AS45960,204.95.99.26,333,1,Johor Bahru,1.4655,103.7578,High,1,26,1.0
989,B106-MULTI,183.171.162.60,22923,AS10030,204.95.99.109,95,NA,,2.5,112.5,High,1,109,1.0
990,B106-MULTI,1.9.101.245,2686,AS4788,204.95.99.109,2233,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
991,B106-MULTI,175.139.237.255,52401,AS4788,204.95.99.109,77,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
992,B106-Fynloski,113.210.134.140,5629,AS9534,204.95.99.66,3361,12,Rawang,3.3213,101.5767,Low,0,66,1.0
993,B106-MULTI,149.129.57.125,55527,AS9930,204.95.99.109,7777,NA,,2.5,112.5,High,1,109,0.0
994,B106-MULTI,175.140.97.222,56085,AS4788,204.95.99.109,1122,1,Batu Pahat,1.8548,102.9325,High,1,109,1.0
995,B106-Jenxcus,175.145.132.161,16449,AS4788,204.95.99.86,991,9,Penang,5.4112,100.3354,High,1,86,1.0
996,B106-MULTI,103.21.44.22,2693,AS132435,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
997,B106-MULTI,1.9.97.207,8929,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
998,B106-Jenxcus,60.52.126.192,21279,AS4788,204.95.99.86,2164,1,Skudai,1.5333,103.6667,High,1,86,1.0
999,B106-MULTI,1.9.102.223,3278,AS4788,204.95.99.109,4,4,Melaka,2.196,102.2405,High,1,109,1.0
1000,B106-MULTI,175.139.10.4,58177,AS4788,204.95.99.109,8899,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
1001,B106-MULTI,103.1.71.202,51021,AS45960,204.95.99.109,333,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
1002,B106-MULTI,170.38.99.35,38509,AS2042,204.95.99.109,1998,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1003,B106-Bladabindi,210.195.121.234,61885,AS4788,204.95.99.26,5552,12,Petaling Jaya,3.0833,101.65,High,1,26,1.0
1004,B106-MULTI,210.195.197.147,49277,AS4788,204.95.99.109,85,12,Puchong,3.0167,101.6167,High,1,109,1.0
1005,B106-MULTI,1.9.103.225,11385,AS4788,204.95.99.109,7777,4,Melaka,2.196,102.2405,High,1,109,0.0
1006,B106-Jenxcus,118.101.26.52,60789,AS4788,204.95.99.86,83,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
1007,B106-MULTI,115.134.131.61,11932,AS4788,204.95.99.109,1998,2,Sungai Petani,5.647,100.4877,High,1,109,1.0
1008,B106-Scar,14.192.208.235,2643,AS9534,204.95.99.148,1337,14,Kuala Lumpur,3.1667,101.7,Low,0,148,0.0
1009,B106-MULTI,115.132.65.5,52828,AS4788,204.95.99.109,1998,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
1010,B106-MULTI,175.142.55.206,61304,AS4788,204.95.99.109,88,3,Bachok,6.0667,102.4,High,1,109,1.0
1011,B106-Jenxcus,60.48.230.149,51564,AS4788,204.95.99.86,2320,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
1012,B106-CB,183.171.175.182,34240,AS10030,204.95.99.31,1888,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1013,B106-Jenxcus,113.210.33.26,37288,AS9534,204.95.99.86,4442,NA,,2.5,112.5,High,1,86,1.0
1014,B106-MULTI,175.137.94.78,50938,AS4788,204.95.99.109,1177,13,Kuala Terengganu,5.3302,103.1408,High,1,109,1.0
1015,B106-Bladabindi,115.133.68.127,62030,AS4788,204.95.99.26,1177,2,Lunas,5.4306,100.5301,High,1,26,1.0
1016,B106-MULTI,113.23.138.216,64388,AS38182,204.95.99.109,95,1,Segamat,2.5148,102.8158,High,1,109,1.0
1017,B106-MULTI,203.106.156.113,5807,AS4788,204.95.99.109,7777,1,Kulai,1.6561,103.6032,High,1,109,0.0
1018,B106-CB,112.137.166.42,17709,AS17971,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1019,B106-CB,113.23.138.137,61357,AS38182,204.95.99.31,333,1,Segamat,2.5148,102.8158,High,1,31,1.0
1020,B106-CB,118.100.141.135,22154,AS4788,204.95.99.31,288,4,Melaka,2.196,102.2405,High,1,31,1.0
1021,B106-MULTI,115.133.109.189,51560,AS4788,204.95.99.109,333,7,Batu Gajah,4.4692,101.0411,High,1,109,1.0
1022,B106-MULTI,60.50.73.135,49348,AS4788,204.95.99.109,1998,6,Mentakab,3.4854,102.3484,High,1,109,1.0
1023,B106-CB,175.145.84.64,63325,AS4788,204.95.99.31,288,12,Kajang,2.9927,101.7909,High,1,31,1.0
1024,B106-Rebhip,175.140.47.211,18176,AS4788,204.95.99.142,82,4,Melaka,2.196,102.2405,Low,0,142,1.0
1025,B106-Rebhip,183.171.208.57,57944,AS10030,204.95.99.142,7000,NA,,2.5,112.5,Low,0,142,0.0
1026,B106-CB,183.171.168.238,45508,AS10030,204.95.99.31,333,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
1027,B106-MULTI,219.92.251.127,54463,AS4788,204.95.99.109,88,1,Skudai,1.5333,103.6667,High,1,109,1.0
1028,B106-Jenxcus,203.106.151.127,6616,AS4788,204.95.99.86,1644,9,Penang,5.4112,100.3354,High,1,86,1.0
1029,B106-CB,1.9.63.20,62930,AS4788,204.95.99.31,288,12,Puchong,3.0167,101.6167,High,1,31,1.0
1030,B106-MULTI,14.192.215.254,1134,AS9534,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1031,B106-CB,175.140.196.252,59345,AS4788,204.95.99.31,1921,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1032,B106-CB,60.48.71.212,18615,AS4788,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
1033,B106-MULTI,113.23.138.157,53333,AS38182,204.95.99.109,95,1,Segamat,2.5148,102.8158,High,1,109,1.0
1034,B106-MULTI,113.23.141.106,63587,AS38182,204.95.99.109,77,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1035,B106-MULTI,219.93.29.194,25600,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1036,B106-MULTI,203.106.152.76,1462,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1037,B106-Jenxcus,1.9.97.155,3733,AS4788,204.95.99.86,83,3,Kota Bharu,6.1333,102.2386,High,1,86,1.0
1038,B106-MULTI,113.210.4.242,53692,AS9534,204.95.99.109,95,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1039,B106-CB,115.134.94.229,49719,AS4788,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
1040,B106-MULTI,175.141.196.151,53375,AS4788,204.95.99.109,1122,12,Klang,3.0333,101.45,High,1,109,1.0
1041,B106-MULTI,1.9.137.98,21581,AS4788,204.95.99.109,88,5,Pantai,2.7867,101.9953,High,1,109,1.0
1042,B106-CB,180.73.221.227,49359,AS38322,204.95.99.31,1920,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
1043,B106-MULTI,218.111.9.87,10248,AS4788,204.95.99.109,7070,4,Melaka,2.196,102.2405,High,1,109,0.0
1044,B106-MULTI,183.171.170.168,20939,AS10030,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1045,B106-Rebhip,124.13.20.160,57142,AS4788,204.95.99.142,82,9,Penang,5.4112,100.3354,Low,0,142,1.0
1046,B106-CB,115.134.170.137,58263,AS4788,204.95.99.31,1920,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1047,B106-Bladabindi,210.186.55.92,7563,AS4788,204.95.99.26,1177,3,Kota Bharu,6.1333,102.2386,High,1,26,1.0
1048,B106-MULTI,175.145.186.114,60751,AS4788,204.95.99.109,1991,1,Ayer Hitam,1.915,103.1808,High,1,109,1.0
1049,B106-MULTI,60.52.95.42,49255,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
1050,B106-MULTI,203.106.155.214,2805,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1051,B106-Dimegup,115.134.228.179,3247,AS4788,204.95.99.54,80,16,Kota Kinabalu,5.9749,116.0724,Low,0,54,1.0
1052,B106-MULTI,1.9.97.50,2359,AS4788,204.95.99.109,86,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
1053,B106-Malagent,60.48.67.166,56208,AS4788,204.95.99.100,4040,1,Johor Bahru,1.4655,103.7578,Low,0,100,0.0
1054,B106-MULTI,60.49.104.181,52913,AS4788,204.95.99.109,100,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1055,B106-MULTI,103.1.71.193,54351,AS45960,204.95.99.109,2233,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
1056,B106-MULTI,118.100.141.135,22155,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
1057,B106-MULTI,183.171.169.251,56066,AS10030,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1058,B106-MULTI,113.210.139.245,29647,AS9534,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1059,B106-CB,118.100.249.120,59701,AS4788,204.95.99.31,288,7,Taiping,4.85,100.7333,High,1,31,1.0
1060,B106-CB,115.133.29.59,27080,AS4788,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
1061,B106-Jenxcus,115.133.117.49,60769,AS4788,204.95.99.86,2164,1,Batu Pahat,1.8548,102.9325,High,1,86,1.0
1062,B106-MULTI,175.136.207.44,58211,AS4788,204.95.99.109,1890,12,Seri Kembangan,3.0333,101.7167,High,1,109,1.0
1063,B106-Bladabindi,42.152.121.93,57877,AS38322,204.95.99.26,7040,12,Petaling Jaya,3.0833,101.65,High,1,26,1.0
1064,B106-MULTI,175.142.74.141,57124,AS4788,204.95.99.109,1177,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
1065,B106-Bladabindi,210.186.143.188,53122,AS4788,204.95.99.26,99,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
1066,B106-MULTI,118.101.55.245,51051,AS4788,204.95.99.109,7777,NA,,2.5,112.5,High,1,109,0.0
1067,B106-MULTI,175.137.129.101,62594,AS4788,204.95.99.109,333,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1068,B106-MULTI,118.101.92.185,59295,AS4788,204.95.99.109,95,12,Shah Alam,3.0833,101.5333,High,1,109,1.0
1069,B106-MULTI,219.92.108.132,3629,AS4788,204.95.99.109,88,2,Alor Setar,6.121,100.3601,High,1,109,1.0
1070,B106-MULTI,120.139.116.243,53101,AS38322,204.95.99.109,88,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
1071,B106-MULTI,218.111.9.87,10250,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
1072,B106-Poison,175.139.64.254,50169,AS4788,204.95.99.130,5552,14,Kuala Lumpur,3.1667,101.7,Low,0,130,0.0
1073,B106-Bladabindi,175.143.62.211,56419,AS4788,204.95.99.26,888,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
1074,B106-Malagent,113.210.137.25,61553,AS9534,204.95.99.100,1194,12,Petaling Jaya,3.0833,101.65,Low,0,100,1.0
1075,B106-CB,175.143.112.61,55880,AS4788,204.95.99.31,1920,17,Putrajaya,2.9431,101.6994,High,1,31,1.0
1076,B106-CB,123.136.106.139,8917,AS38466,204.95.99.31,1920,12,Shah Alam,3.0833,101.5333,High,1,31,1.0
1077,B106-MULTI,175.140.216.89,52287,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
1078,B106-MULTI,115.132.194.64,50723,AS4788,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
1079,B106-Jenxcus,60.50.75.3,29453,AS4788,204.95.99.86,2164,6,Mentakab,3.4854,102.3484,High,1,86,1.0
1080,B106-MULTI,175.138.147.197,57383,AS4788,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
1081,B106-Jenxcus,175.144.0.1,65198,AS4788,204.95.99.86,83,1,Tebrau,1.532,103.7549,High,1,86,1.0
1082,B106-MULTI,60.51.77.165,52568,AS4788,204.95.99.109,95,12,Shah Alam,3.0833,101.5333,High,1,109,1.0
1083,B106-MULTI,203.106.137.238,52408,AS4788,204.95.99.109,1998,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1084,B106-CB,113.210.2.248,10572,AS9534,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1085,B106-Jenxcus,115.133.68.230,26368,AS4788,204.95.99.86,83,2,Lunas,5.4306,100.5301,High,1,86,1.0
1086,B106-CB,175.142.60.243,17711,AS4788,204.95.99.31,1920,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1087,B106-CB,118.101.169.169,49867,AS4788,204.95.99.31,288,7,Ipoh,4.5841,101.0829,High,1,31,1.0
1088,B106-Tapazom,175.141.119.76,9315,AS4788,204.95.99.167,1431,1,Johor Bahru,1.4655,103.7578,Low,0,167,0.0
1089,B106-MULTI,203.106.149.201,3575,AS4788,204.95.99.109,2233,9,Penang,5.4112,100.3354,High,1,109,1.0
1090,B106-MULTI,123.136.107.125,13162,AS38466,204.95.99.109,1604,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
